product_name,predicted_cat,predicted_sub_cat,error
Bollywood Collection Designer Blue Jacquard Designer Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Annabelle By Pantaloons Multi Color Polyester Dress (Size-XL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Kute Kids Dhoti Kurta (18-24 Months),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Awesome Kidz Purple Top And Bottom Set (Size-24),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fs Mini Klub Cotton Po2 Bottoms (12-18 Months),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Genx Cream Cotton Short (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Soch Multi Cotton Kurta (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pistaa's Bright Maroon Full Cotton Patiala Salwar With Dupatta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rajesh Silk Mills Blue And Pink Faux Georgette Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Klick Navy Legging (Size-S),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sos White Semistiched Long Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rangmanch By Pantaloons Black Cotton Top (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rainbow Black Raincoat,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bollywood Collection Designer Blue Jacquard Designer Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
V&V Blue Georgette Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sajawathomes Multicolor Printed Pyari Maa Coffee Mug,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sierra Purple Polyester Top (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Embroidered Black Georgette Anarkali Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fashion4masti Yellow Faux Georgette Anarkali Suit Set,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Seema Style Paisley Print Goodness Kurta (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
GMI Pink Cotton Kurti (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Indian Designer Satin Chiffon Rani Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
True Fashion Set Of 2 Multi Color Casual Shirts (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
True Fashion Multi Checkerd Shirts (Size-XXL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Radhe Krishna Creation Pink Net Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
True Fashion Cream Cargo Shorts (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Own Red Cotton Plain Casual Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
ShaRivz Rainbow Umbrella,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ayushi Creation Black Micro Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
18Silk Cream Flower Embroidery Round Cut Kurti (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Citizenmart Blue Chiffon Top (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Citizenmart White Lace Top (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Boutique Baawri Dark Green Georgette Kurti (Size-42),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Max2100 Multi Cotton Nighty (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vandv Red Bollywood Embellished Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vandv Green And Yellow Bollywood Embellished Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bull Sport Black Track Suit (Size-40),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pink Color Swimming Goggles With Ear Plugs In Pack Anti Fog High Quality Silicon Free Size Colour Blue Comes In Pouch : Reshamcreation214,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
The Complete Sherlock Holmes: All 4 Novels and 56 Short Stories (Set of 2 Volumes),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bio Kid Full Romper Body Suit-Thistle Aop-1 Ps Pack - 6 To 12 Months,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pure Play Blue Sport Shoes (Size-9),Apparel & Accessories,Apparel & Accessories->Women's Clothing,0
Shiva Collections Pink And Red Cotton Pack Of 2 Patiala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Shiva Collections Multi Color Cotton Pack Of 3 Patiala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
GoodwillImpex Pink Crepe Slim Fit Dress (Size-S),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
D&D Purple And Red Pack Of 2 Cotton And Viscose Legging (Size-S),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Araham Orange Polyester Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vaamsi Purple Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Addyz Maroon Saree Cover-Pack Of 12,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vaamsi Black Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Speak Multi Color Cotton Two Shirts Combo (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Wajbee Blue Cotton Short (Size-36),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aaboli Women Printed Green Long Kurta (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Yepme Green Cotton Legging (Size-S),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Silkbazar Cotton Printed Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aaboli Red Straight Regular Fit Cotton Printed Long Kurta (Size-XL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
True Fashion Multi Cargo Shorts (Size-34),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Hey Baby Multicolor Combo Set (Size-18),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
SB Creations Multi Color Cotton Top & Bottom Set (0-3 Months),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Junaid Carrom For Adults-Multicolor (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tab91 Black Cotton Capri (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dove Black Full Sleeves Winter Kurti (Size-XXL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dove Magenta Full Sleeves Winter Kurti (Size-XXL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dove Blue Full Sleeves Winter Kurti (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dove Green Full Sleeves Winter Kurti (Size-XXL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rangmanch By Pantaloons Red Cotton Top (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Gag Wear White Polyester Short (Size-30),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=1139547, name=Floral Printed Black Balloon Top, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Collection of 5 Designer Printed Dress Materials by Zoha,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=990075, name=Sequined Purple Georgette Sheath Dress, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=859943, name=Leafy Green Top with Lace Panel at the Neck, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aurelia Blue Cotton Kurta (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Violet Set Of 2 Satin Nightwear,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Black Satin Lingerie Set,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Maroon Cotton Bra (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Set Of 5 Casual Lingerie Set (Size-36),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Pink Cotton Bra (Size-34),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Maroon Cotton Bra (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aurelia Green Cotton Kurta (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Combo of 3 Innerwear For Women  OLG 19 2001,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Blue Cotton Bra (Size-32) | Oleva LightPink Cotton Bra (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Satin Maroon Nightwear Set Of One,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Set Of 5 Casual Lingerie Set (Size-30),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Satin Blue Nightwear Set Of One,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva White Cotton Bra (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Purple Cotton Lingerie Set (Size-36),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva LightPink Cotton Bra (Size-34),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Purple Bikini Set (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Set Of 7 Regular Cotton Panties (Size-40),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva LightPink Cotton Bra (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
W Blue Cotton Kurta (Size-10),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brijraj Cream Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar | Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rimjhim - 5 Gorgeous Printed Chiffon Sarees by Zoha,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=1061460, name=Blue top with printed yoke, units=1}, {uiproduct_id=1077798, name=Embroidered peach short cotton kurta, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Ladies Cotton Leggings (Size-42),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Set Of 3 Casual Lingerie Set (Size-34),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Maroon Satin Nighty,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Pink Cotton Bra (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Blue Satin Night Dress,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Pink Bikini Set (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Pink Cotton Bra (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Pink Cotton Bra (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=1061437, name=Sleeveless colour block georgette dress, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Max Girl's Romper,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=1131227, name=Polyester lace sheer shift dress, units=1}, {uiproduct_id=1131246, name=Polyester lace round neck top, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Desi Vibe Women's Kurta and Pallazo Set,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Svanik Embroidered Men's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Desi Vibe Women's Kurta and Pallazo Set,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Stri YeLLow Cotton Printed Kurti (Size-XXL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Lady Lyka Skin Bras (Size-34),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bboy Cotton Lycra Briefs (Size-XL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Stellen Multi Color Cotton Socks pack of 3,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Masha Purple Satin Nighty,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Lady Lyka Pack Of 3 Multi Cotton Panty (Size-L) | Lady Lyka Pack Of 3 Multi Cotton Panty (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Lady Lyka Pack Of 3 Multi Cotton Panty (Size-XL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Masha Purple Satin Nighty,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Mimosa Woven Kanjivaram Handloom Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Thegudlook Casual 3/4 Sleeve Printed Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
United Colors of Benetton Women's Dress,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
W Self Design Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6 | Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Blue And White Dress (Size-8 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Pack Of 6 Multi Cotton Legging,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Set Of 5 Casual Lingerie Set (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Blue Cotton Bra (Size-36),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Satin Red Nightwear Set Of Six,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Maroon Bikini Set (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aurelia Beige Cotton Kurta (Size-S),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Satin Red Nightwear Set Of Six,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Dark Blue Satin Lingerie Set,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Satin Maroon Nightwear Set Of Two,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Pink Cotton Bra (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Red Panty (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Satin Black Nightwear Set Of Four,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aurelia Orange Cotton Kurta (Size-XXL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Grey Cotton Bra (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Violet Set Of 2 Satin Nightwear,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Cream Cotton Bra (Size-36),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=1116327, name=Ikat Printed Yoke & Sleeve Blue Kurta, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Maroon Satin Nighty,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Maroon Satin Nighty,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Satin Maroon Nightwear Set Of Two,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Black Satin Lingerie Set,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
W Blue Cotton Kurta (Size-12),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=1029765, name=Mandarin collar navy blue lace top, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rain & Rainbow Women's Dress,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
