product_name,predicted_cat,predicted_sub_cat,error
JIYA Cream Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vandv Black And Pink Georgette Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
BND Fashions Pink Georgette Anarkali Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fab4Fashion Embroidered Semi Stitched Pink Georgette Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semistiched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Click's Women Faux Gorgette Semi-Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sanvari Pink & Blue Dress (Size-30),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vandv Green And Yellow Bollywood Embellished Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
V&V Red Georgette Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Viva N Diva Grey Polyester Kurti (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sanvari Pink & Black Dress (Size-30),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sareemall Green Chanderi Silk Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ceeam Green Chanderi Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Beige Net Semi Stitched Anarkali Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Indian Designer Jacquard Purple And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aqua Tex Multi Georgette Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
GC Sarees Multi Color Faux Georgette Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Red Cotton Semistitched Churidar Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Pink Chiffon Semi Stitched Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semistiched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
V&V White Chiffon Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Blue Semi-Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Saree Sarita Maroon Chiffon Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
GC Sarees Multi Color Faux Georgette Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
HIBA Orange Polyester Saree 1231,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Florence Maroon Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Silkbazar Multicolored Cotton Printed Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Craftliva Cream Anarkali Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Indian Designer Jacquard Purple And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
BND Fashions Pink Georgette Anarkali Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Glory Blue Georgette Madhuri Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Black Chiffon Semi Stitched Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
HIBA Orange Polyester Saree 1231,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bollywood Collection Designer Blue Jacquard Designer Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Silkbazar Multicolored Cotton Printed Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
V&V White Chiffon Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
BND Fashions Pink Georgette Anarkali Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
BND Fashions Pink Georgette Anarkali Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sitaram Multi Color Art Silk Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Yellow Georgette Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
HIBA Orange Polyester Saree 1231,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Brown Georgette Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Silkbazar Multicolored Cotton Printed Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Silkbazar Multicolored Cotton Printed Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bunny Saree Amazing Blue Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Silkbazar Multicolored Cotton Printed Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Riti Riwaz Blue Chanderi Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Green Net And Brasso Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Arisha Beige Chiffon Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
BND Fashions Pink Georgette Anarkali Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Black Chiffon Semi Stitched Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Akshara Green Georgette Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bollywood Collection Designer Green Bhagalpuri Silk Designer Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vandv Black And Grey Bollywood Embellished Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khushali Dark Pink Georgette Designer Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
V&V Red Georgette Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sanvari Red & Green Dress (Size-28),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fab4Fashion Embroidered Semi Stitched Pink Georgette Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Florence Maroon Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Thankar Red And Black Brasso Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Riti Riwaz Blue Chanderi Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Harsh Creation Green Art Silk Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fabfirki Fashion Hub Black Georgette Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Green Net And Brasso Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Pink Chiffon Semi Stitched Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brijraj Blue Georgette Dress Material For Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khoobee Green Cotton Unstitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Karan Fashion Pink And White Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fashion Storey Red Georgette Semi Stiched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Pink Net And Brasso Anarkali Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vandv Maroon Bollywood Embellished Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vastrani Beige Chanderi Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
V&V Blue Chiffon Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
PARISHA Chikoo Red Crepe Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
V&V Blue Chiffon Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
TQF-Gown Purple Velvet And Georgette Gown (Size-42),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
TQF-Gown Pink Velvet And Georgette Gown (Size-42),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Beige Net Semi Stitched Anarkali Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Red Cotton Semistitched Churidar Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semistiched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Glory Blue Georgette Madhuri Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Saara Green Crepe Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vastrani Black Chanderi Cotton Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fabfirki Fashion Hub Beige Chiffon Lehenga Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khoobee Peach Chanderi Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sanvari White & Blue Dress (Size-32),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Karan Fashion Pink And White Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Monika Silk Mill Blue And Red Georgette Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Karan Fashion Pink And White Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vandv Black And Grey Bollywood Embellished Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Pink Chiffon Semi Stitched Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Red Cotton Semistitched Churidar Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Karan Fashion Pink And White Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Pink Net And Brasso Anarkali Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
TQF-Gown Pink Velvet And Georgette Gown (Size-42),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Olive Green Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Pink Net And Brasso Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rozdeal New Designer Red Net Brasso Anarkali Suits,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
V&V White Chiffon Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Thankar Red Net Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Surat Red Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Silkbazar Multicolored Cotton Printed Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Skyblue Fashion Brasso Blue Net Anarkali Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Beige Net Semi Stitched Anarkali Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Indian Designer Jacquard Purple And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fabfiza Net Brasso Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Indian Designer Jacquard Purple And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Beige Net Semi Stitched Anarkali Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Parisha Blue And White Crepe Unstitched Salwar Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Pink Net And Brasso Anarkali Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Thankar Red Net Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khoobee Green Georgette Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vandv Orange Bollywood Embellished Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
V&V Blue Chiffon Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sanvari White & Blue Dress (Size-28),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Beige Net Semi Stitched Anarkali Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
V&V Pink Brasso And Net Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khilkhilahat Black Crepe Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Blissta Blue Net Unstitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Pink Net And Brasso Anarkali Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brijraj Blue Georgette Dress Material For Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Blue And Gold Georgette Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fabfirki Fashion Hub Blue Georgette Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khoobee Yellow Chanderi Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ecoco Pink Chiffon Semi Stitched Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Monika Silk Mill Beige Georgette Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Click's Women Faux Gorgette Semi-Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Indian Designer Jacquard Purple And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rozdeal New Designer Red Net Brasso Anarkali Suits,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Thankar Red Net Gown,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
PARISHA Green Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dilwaa Orange Chanderi Silk Unstiched Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khantil Pink Net And Brasso Anarkali Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Khoobee Grey Georgette Kurti (Size-XL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rozdeal New Designer Red Net Brasso Anarkali Suits,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fabfiza Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vastrani Black Chanderi Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Skyblue Fashion Brasso Blue Net Anarkali Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Blue Georgette Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Silkbazar Multicolored Cotton Printed Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Click's Women Faux Gorgette Semi-Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
TQF-Gown Pink Velvet And Georgette Gown (Size-42),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Lets Buy Beige Net Semi Stitched Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pinkshink Green Faux Georgette Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fabfiza Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Karan Fashion Pink And White Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Krishna Fashion Red And Cream Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Beige Georgette Anarkali suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Beige Georgette Anarkali suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Anurag Pink Faux Georgette Semi-Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dealfiza Beige Georgette Anarkali suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
N K Fashion Red Net Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
N K Fashion Red Net Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Style Amaze Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fabfiza Red Semi Stitched Anarkali Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Blue Heaven Fashion Eyeliner & Artisto Kajal Combo,Apparel & Accessories,Apparel & Accessories->Women's Clothing,0
Vivaa Embroidery Un Stitched Salwar Suit With Dupatta-M 55,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Haltung Blue Cotton Comfort Jeans  (Size-36),Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas MultiColor Socks Set of 3 | Adidas MultiColor Socks Set of 3,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Fundoo-T Swanky Men s Polo T-Shirt Set Of 5,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Haltung Pack Of 2 Blue Slim Fit Cotton Jeans (Size-34),Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok Pink Cotton Top (Size-L),Apparel & Accessories,Apparel & Accessories->Men's Clothing,0
Haltung Blue Cotton Comfort Jeans  (Size-36),Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
American Cult Black Monk Strap Shoes (Size-6),Apparel & Accessories,Apparel & Accessories->Men's Clothing,0
BLE Pack Of 3-White Maroon And Dark Green Polo T-Shirt (Size-XL),Apparel & Accessories,Apparel & Accessories->Men's Clothing,0
Adidas MultiColor Socks Set of 3,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=1040042, name=Black Plain Solid Polyester Short Leggings, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Premium Cotton Unisex Tee	Navy	M	1,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
